1. Email,2. Level of study,3. Faculty,4. AI familiarity,5. Used AI tools,6. Tools used,7. Usage frequency,8. Challenges,9. Helpful tools needed,10. Improves learning?,11. Suggestions
perezs@gmail.com,Other,Engineering,Not familiar at all,None,None,1,None,knowledge graphs-powered code debugging system,Maybe,Random Forests-based system for early warning systems focusing on engagement levels in Engineering fundamentals
jessica.smith@gmail.com,Undergraduate,Health Sciences,Not familiar at all,None,None,1,None,NLP-powered code debugging system,Yes,Student training program on AI ethics
george28@gmail.com,Undergraduate,Engineering,Not familiar at all,None,None,1,Integration with existing systems,predictive analytics-powered concept visualization system,Yes,Develop Bayesian networks to predict engagement levels in Engineering fundamentals for resource recommendation
mccormickl@gmail.com,Other,Business,Somewhat familiar,"ChatGPT, Grammarly","ChatGPT, Grammarly",2,None,Personalized programming learning coach,Maybe,Develop Transformer models to predict dropout risk in Language learning for personalized learning paths
craig13@gmail.com,Postgraduate,Health Sciences,Somewhat familiar,GitHub Copilot,GitHub Copilot,2,"Lack of training on how to use AI tools, Technical issues with tools/platforms",AI teaching assistant that visualizes cognitive load,No,Develop Random Forests to predict student performance in Clinical skills for personalized learning paths
megan71@gmail.com,Undergraduate,Business,Somewhat familiar,"ChatGPT, IBM Watson","ChatGPT, IBM Watson",2,None,predictive analytics-powered automated grading system,Maybe,Upgrade campus Wi-Fi to support AI tools
michael16@gmail.com,Undergraduate,Business,Somewhat familiar,Turnitin,Turnitin,3,Privacy concerns,NLP-powered concept visualization system,Maybe,Develop Random Forests to predict course difficulty in Programming for adaptive testing
erica.schultz@gmail.com,Other,Health Sciences,Somewhat familiar,"Turnitin, Grammarly","Turnitin, Grammarly",3,Cost of implementation,knowledge graphs-powered automated grading system,No,Develop Bayesian networks to predict engagement levels in Engineering fundamentals for resource recommendation
tammy.clarke@gmail.com,Postgraduate,Business,Somewhat familiar,ChatGPT,ChatGPT,3,None,AI teaching assistant that predicts learning styles,Yes,Develop LSTM networks to predict knowledge retention in Mathematics for tutor matching
atkins_k@gmail.com,Undergraduate,Engineering,Somewhat familiar,"ChatGPT, GitHub Copilot","ChatGPT, GitHub Copilot",2,"Limited awareness of available AI tools, Lack of access to devices or internet",reinforcement learning-powered plagiarism detection system,Maybe,Create Mathematics-specific model using Time-series analysis that enables resource recommendation
jones_m@gmail.com,Postgraduate,Health Sciences,Not familiar at all,None,None,1,None,knowledge graphs-powered automated grading system,Maybe,TA training program on AI ethics
david.anderson@gmail.com,Other,Business,Somewhat familiar,IBM Watson,IBM Watson,2,None,AI teaching assistant that visualizes knowledge gaps,Yes,Create Engineering fundamentals-specific model using Time-series analysis that enables tutor matching
anthony10@gmail.com,Undergraduate,Engineering,Somewhat familiar,"Turnitin, Grammarly","Turnitin, Grammarly",2,None,Personalized clinical skills learning coach,Yes,Develop Graph Neural Networks to predict knowledge retention in Language learning for early warning systems
melissa.keller@gmail.com,Undergraduate,Engineering,Not familiar at all,None,None,1,None,NLP-powered plagiarism detection system,Yes,Ensemble methods-based system for personalized learning paths focusing on course difficulty in Mathematics
jill.lopez@gmail.com,Other,Business,Somewhat familiar,"Grammarly, Turnitin","Grammarly, Turnitin",3,"None, Technical issues with tools/platforms",AI teaching assistant that visualizes learning styles,No,Implement real-time skill mastery prediction in Clinical skills courses with Ensemble methods
daniel73@gmail.com,Undergraduate,Business,Somewhat familiar,Microsoft Copilot,Microsoft Copilot,3,"Privacy concerns, None",Personalized math learning coach,No,Bayesian networks-based system for tutor matching focusing on learning gaps in Business courses
samuel72@gmail.com,Undergraduate,Education,Not familiar at all,None,None,1,None,AI teaching assistant that visualizes cognitive load,Maybe,Transformer models-based system for early warning systems focusing on engagement levels in Engineering fundamentals
richardsm@gmail.com,Postgraduate,Business,Somewhat familiar,"Turnitin, GitHub Copilot","Turnitin, GitHub Copilot",2,Cost of implementation,AI teaching assistant that adapts to cognitive load,No,Transformer models-based system for early warning systems focusing on engagement levels in Engineering fundamentals
lyons_t@gmail.com,Undergraduate,Health Sciences,Somewhat familiar,Microsoft Copilot,Microsoft Copilot,2,None,Real-time clinical skills error detection,No,Bayesian networks-based system for personalized learning paths focusing on course difficulty in Clinical skills
isaiah78@gmail.com,Other,Engineering,Very familiar,"Microsoft Copilot, Turnitin","Microsoft Copilot, Turnitin",4,None,predictive analytics-powered code debugging system,Maybe,Create Business courses-specific model using Time-series analysis that enables curriculum optimization
miller_c@gmail.com,Undergraduate,Engineering,Somewhat familiar,"Grammarly, ChatGPT","Grammarly, ChatGPT",3,None,AI teaching assistant that predicts knowledge gaps,Yes,Bayesian networks-based system for early warning systems focusing on course difficulty in Programming
jonathan58@gmail.com,Undergraduate,Business,Somewhat familiar,IBM Watson,IBM Watson,3,"Limited awareness of available AI tools, None",Personalized languages learning coach,Yes,Develop Time-series analysis to predict learning gaps in Mathematics for adaptive testing
patricia87@gmail.com,Postgraduate,Business,Somewhat familiar,"IBM Watson, GitHub Copilot","IBM Watson, GitHub Copilot",2,None,computer vision-powered code debugging system,Yes,Develop Random Forests to predict dropout risk in Business courses for personalized learning paths
david.mccarthy@gmail.com,Undergraduate,Engineering,Somewhat familiar,"Microsoft Copilot, GitHub Copilot","Microsoft Copilot, GitHub Copilot",3,None,Automated programming problem generator,Yes,Create Engineering fundamentals-specific model using Bayesian networks that enables personalized learning paths
skinner_m@gmail.com,Undergraduate,Health Sciences,Very familiar,"Turnitin, Microsoft Copilot, ChatGPT, IBM Watson","Turnitin, Microsoft Copilot, ChatGPT, IBM Watson",4,None,knowledge graphs-powered writing assistance system,Yes,Develop AI use policy addressing {issue}
jacqueline.ross@gmail.com,Undergraduate,Business,Not familiar at all,None,None,1,Lack of access to devices or internet,knowledge graphs-powered automated grading system,Yes,LSTM networks-based system for personalized learning paths focusing on skill mastery in Mathematics
watts_s@gmail.com,Undergraduate,Education,Very familiar,"Grammarly, Turnitin, IBM Watson","Grammarly, Turnitin, IBM Watson",3,None,Personalized clinical skills learning coach,Maybe,Implement real-time course difficulty prediction in Programming courses with LSTM networks
paul.harvey@gmail.com,Undergraduate,Engineering,Somewhat familiar,IBM Watson,IBM Watson,2,None,knowledge graphs-powered concept visualization system,Yes,Implement real-time skill mastery prediction in Programming courses with Random Forests
smithm@gmail.com,Undergraduate,Education,Not familiar at all,None,None,1,None,knowledge graphs-powered writing assistance system,Maybe,Implement real-time learning gaps prediction in Business courses courses with Time-series analysis
mikayla38@gmail.com,Undergraduate,Health Sciences,Not familiar at all,None,None,1,Lack of access to devices or internet,Personalized clinical skills learning coach,Maybe,Create Clinical skills-specific model using Graph Neural Networks that enables early warning systems
christopher57@gmail.com,Undergraduate,Engineering,Very familiar,"Microsoft Copilot, Grammarly, GitHub Copilot, Turnitin","Microsoft Copilot, Grammarly, GitHub Copilot, Turnitin",5,Lack of training on how to use AI tools,Automated languages problem generator,Maybe,Implement real-time skill mastery prediction in Engineering fundamentals courses with Graph Neural Networks
good_m@gmail.com,Undergraduate,Engineering,Not familiar at all,None,None,1,None,Personalized programming learning coach,No,LSTM networks-based system for early warning systems focusing on engagement levels in Mathematics
ruth93@gmail.com,Postgraduate,Business,Somewhat familiar,"Microsoft Copilot, GitHub Copilot","Microsoft Copilot, GitHub Copilot",3,"Privacy concerns, None",computer vision-powered plagiarism detection system,Yes,Develop AI use policy addressing {issue}
grahama@gmail.com,Postgraduate,Engineering,Somewhat familiar,"Turnitin, GitHub Copilot","Turnitin, GitHub Copilot",3,Limited awareness of available AI tools,predictive analytics-powered writing assistance system,Maybe,Random Forests-based system for early warning systems focusing on engagement levels in Engineering fundamentals
julie.evans@gmail.com,Postgraduate,Education,Somewhat familiar,"GitHub Copilot, Microsoft Copilot","GitHub Copilot, Microsoft Copilot",3,None,AI teaching assistant that adapts to cognitive load,Yes,Bayesian networks-based system for personalized learning paths focusing on course difficulty in Clinical skills
rodney.lewis@gmail.com,Postgraduate,Education,Very familiar,"Microsoft Copilot, GitHub Copilot","Microsoft Copilot, GitHub Copilot",4,None,predictive analytics-powered code debugging system,Maybe,Time-series analysis-based system for curriculum optimization focusing on knowledge retention in Business courses
sandra.allen@gmail.com,Postgraduate,Business,Somewhat familiar,"IBM Watson, Turnitin","IBM Watson, Turnitin",3,Limited awareness of available AI tools,reinforcement learning-powered automated grading system,No,Implement real-time course difficulty prediction in Clinical skills courses with Random Forests
lisa.young@gmail.com,Postgraduate,Education,Somewhat familiar,Grammarly,Grammarly,2,None,computer vision-powered concept visualization system,Maybe,Create Mathematics-specific model using Graph Neural Networks that enables personalized learning paths
tanya.williams@gmail.com,Undergraduate,Engineering,Somewhat familiar,Microsoft Copilot,Microsoft Copilot,3,Limited awareness of available AI tools,NLP-powered writing assistance system,Yes,Random Forests-based system for adaptive testing focusing on student performance in Business courses
abigail.cooper@gmail.com,Undergraduate,Business,Not familiar at all,None,None,1,Privacy concerns,Automated clinical skills problem generator,Maybe,Develop Bayesian networks to predict course difficulty in Business courses for early warning systems
